0.097,2.114
0.147,2.124
0.271,2.135
0.358,2.155
0.439,2.176
0.492,2.197
0.534,2.197
0.564,2.218
0.587,2.218
0.604,2.229
0.621,2.239
0.632,2.270
0.644,2.289
0.650,2.281
0.658,2.291
0.665,2.312
0.678,2.323
0.689,2.343
0.696,2.354
0.703,2.360
0.711,2.386
0.719,2.397
0.727,2.417
0.734,2.438
0.743,2.470
0.751,2.471
0.760,2.472
0.768,2.533
0.777,2.606
0.784,2.648
0.793,2.690
